risk_segment,MonthlyCharges,annual_at_risk
High,70.6,639.080374536632
Low,55.35,205.291056958694
Low,98.45,118.191526420976
Medium,83.2,680.62005925763
Low,54.8,236.655363490024
Low,74.25,308.75255248145
High,80.4,697.253943457399
Low,97.2,70.1052865961883
Low,40.45,83.7199254578107
Low,19.65,4.3115893799529
Low,99.65,130.92458435827
Medium,86.1,413.562470546871
Low,88.9,140.214419712281
Low,69.75,224.54416347131
Medium,50.55,327.817153890544
Low,104.9,143.678129777387
Low,99.1,308.96798839061
Low,72.95,267.852800091171
Low,69.85,148.337446178795
Low,74.6,260.950879897409
Low,46.35,15.2731042565819
Low,92.85,313.877929250892
Low,104.4,119.25584398063
Low,19.95,19.3504194087649
Low,20.2,26.1417559984417
High,24.8,247.34318668193
Medium,89.85,433.239841171064
Low,19.7,4.32256034529629
High,91.3,929.461263330782
Low,40.1,191.852054292328
Low,81.8,24.4621149307792
Low,85.45,34.7809614239937
Low,110.15,63.4495428537144
Low,25.25,5.62842770573055
Low,50.15,59.130623385262
Low,115.75,30.0580011269306
Low,37.7,13.2633878037654
Medium,96.8,623.769143566613
Low,91.2,242.990453683297
Low,59.45,235.01525014384
Low,84.4,84.7058200727896
Low,66.85,11.6600204590279
Low,20.05,4.58620942764003
Low,20.15,13.8190574257839
Medium,63.6,411.612858109391
Low,20.15,21.6801861533198
Low,68.6,110.917263895295
Low,70.0,307.358157265091
Low,20.6,4.62166365517042
Medium,90.25,504.223896861595
Medium,101.4,745.995900153643
Low,49.5,124.176078441336
Low,74.8,189.163645545556
Medium,43.85,294.382057012412
Low,44.8,167.752762083287
High,71.1,627.948371177574
Low,49.85,33.259067252551
Low,71.15,246.936500924702
Low,105.5,378.868760651033
Low,102.5,218.842692564968
High,82.0,748.712513364571
High,69.2,695.494907331119
Low,26.0,5.18185084034982
Low,85.6,378.939541878945
Low,107.6,280.572894589011
High,85.95,823.703829672221
Low,92.85,164.487512030758
Low,18.85,14.9554658359382
Low,70.45,328.844062912987
Low,50.8,31.8454891123005
Low,95.0,237.154396091166
Low,84.05,169.207350541242
Low,106.1,68.3995520604441
Low,55.55,81.0542006106108
Low,80.65,82.0070499079981
Low,46.3,102.401814489079
Low,19.3,2.81725068888071
Medium,96.55,806.466668968033
Low,75.4,19.6826131496672
Low,96.1,282.812037390543
Low,25.25,10.2659385104826
Low,49.4,106.503060165824
Low,75.5,28.848738164965
Medium,24.95,136.657519454212
Low,19.65,54.1918810395714
Low,20.2,22.6956138666316
Low,99.1,302.986534241779
Low,19.85,4.86573025108695
Medium,100.4,754.809017457429
Medium,53.55,332.207629707122
Low,95.05,444.409623550105
Low,20.95,3.78810848611189
Medium,20.15,115.691305006918
Medium,44.15,307.659211018862
Low,114.9,37.2055644938
Low,20.05,44.5537637858907
Medium,88.05,555.640485091967
High,69.95,626.631306855879
Low,76.1,23.1271004979112
Low,55.55,188.003750302426
Medium,45.85,328.249708670912
Low,20.9,17.0172037328638
Low,96.55,156.79428781875
Low,30.15,87.6082393126737
High,90.45,894.598681652893
Low,75.2,33.6247867925725
Low,60.6,114.381092010234
Low,20.0,15.8229815534124
Low,111.95,23.9148497128598
Low,19.55,17.8602822173209
Low,98.8,368.937024438168
Medium,85.55,690.94577101442
Low,95.9,36.5600813652602
Medium,89.2,702.88425917097
Low,116.4,22.7206954781071
Medium,40.4,254.627395719529
Low,19.15,3.02747924970335
Low,109.2,86.9613086899193
Low,60.65,30.7507822242993
Low,46.35,17.9203568821369
High,70.45,643.377474879991
Low,44.95,212.372715231338
Low,49.8,170.139441318846
Low,45.55,46.1828452826744
Medium,54.65,262.601550575844
Low,55.65,17.4505879632077
High,79.7,674.847308850887
Low,29.3,60.7049751722959
Low,79.6,22.7194308868306
Low,100.05,392.284135767137
Low,70.35,17.4973381404125
Medium,78.55,431.36272526185
Low,43.55,73.5730073106936
Low,19.2,4.9155591214083
High,87.1,862.052865082103
Low,110.9,45.7453917685431
High,75.3,734.673270311398
Medium,101.85,504.40218723924
Low,19.95,5.67064788784218
Medium,105.1,521.97404289044
Low,81.95,40.61412642679
Low,89.55,163.686732652669
Low,69.5,151.145646990487
Medium,100.6,526.213402963551
Low,30.1,46.6665150751898
Medium,88.75,636.150274040595
Low,25.5,7.51615763594612
Low,64.95,14.0066007405884
Low,20.2,96.2484500683614
Low,55.85,39.9175482364572
Low,20.0,4.76439178079021
Low,69.7,14.9331252743409
Medium,98.65,495.195016865392
Medium,84.8,682.011261883299
Low,25.4,5.06926168006125
Low,87.15,100.600639107678
Low,69.75,17.4676658156841
Low,69.2,18.5539566817188
Low,104.45,169.957701959128
Low,103.0,262.481127242052
Low,79.05,25.7065717933274
Low,90.6,67.1596390592109
Low,60.5,12.461563959915
Low,113.35,141.496020741174
Medium,73.75,426.42149194986
High,73.85,635.081105505458
Medium,70.2,536.96389756854
High,75.8,686.400095644329
Medium,50.15,402.147964375846
High,84.75,795.786241117921
Medium,46.6,246.548495600718
Low,75.6,255.856412007906
Low,21.25,32.5886674500433
Low,103.95,42.5161622384958
Low,83.85,24.3204624516548
Low,65.7,16.9490033204146
Low,59.1,24.0116095465319
Low,55.0,74.4689023141594
Low,20.05,12.3646350999832
High,79.05,823.060244362317
Low,80.6,21.1579478325905
Low,104.8,494.979095243487
Medium,55.0,457.117029193976
Low,84.3,248.807011698729
Low,54.5,145.680788027881
Low,79.5,370.404066769072
Low,21.05,32.0361182046564
Low,71.45,14.2491145624402
Low,75.5,58.3349369609567
Low,57.15,92.6631998625584
High,96.0,924.51057572188
Low,99.85,418.698871651259
Low,59.75,47.344439669783
Medium,107.55,523.94597626889
Low,20.3,4.81172677855179
Low,84.3,64.7350402251415
Low,115.6,22.5645394954397
Low,53.65,28.0913874903205
Low,76.4,352.420805379075
High,84.45,765.322316672622
Medium,99.5,729.740055519121
Medium,30.25,173.395097084169
High,74.85,662.688938481627
Medium,48.55,342.517935385038
Low,71.1,32.8695781058346
High,82.85,701.580067035962
Medium,75.5,374.66525906212
Low,38.6,13.040054795438
Low,66.05,29.6665693773477
Low,107.35,315.867988687472
Low,114.65,29.7723527360915
Low,84.1,248.158926566117
Medium,87.3,461.138662274538
Low,49.15,181.035503540873
Low,73.8,212.689919230531
Low,56.65,79.6316002232714
Low,20.05,17.9988333952548
Low,66.85,12.3344853832426
Low,19.8,7.60651175829976
Low,103.2,111.057984831456
Low,20.0,20.2752826566465
Low,105.35,124.902762478784
Medium,84.8,523.513381891517
Low,80.0,351.925700691376
Low,71.5,34.1611409953054
Low,75.3,253.450155495341
Medium,44.65,300.235522047793
Medium,90.8,501.254283199479
Low,19.75,19.9231279568927
Low,49.55,43.7489470310685
Medium,75.2,499.534975653196
High,85.45,902.773952628694
Low,19.5,11.7201333177711
Low,87.1,28.8004720014032
Low,20.3,7.4848899442076
High,96.05,975.364907820204
Low,103.75,449.003008050249
Low,21.1,8.25368153512141
Low,64.65,26.9847355535115
Low,114.65,264.570455193825
Low,65.65,16.5619417441035
Low,78.4,87.3165927574686
Low,76.75,53.957009934542
Medium,90.6,486.655242755221
Medium,103.45,561.305914211436
Medium,105.1,732.846482124926
Low,55.7,140.791261888861
Low,108.65,81.4802744039725
Low,56.6,78.3263695128062
Low,79.75,47.842019893051
Low,39.35,12.4372023784807
Medium,75.3,382.051749210269
Low,45.25,99.5113560972271
Low,78.75,320.005905304444
Low,74.8,22.1184279174596
Low,82.05,201.955457909448
Low,64.1,82.0332481283059
High,96.7,838.846242755154
Low,51.1,87.2436614182036
Low,19.3,88.793691311434
Low,86.95,65.3313913738112
Low,53.8,89.0540258433339
Medium,45.6,348.239267622785
High,98.5,1017.55999135063
Medium,80.65,528.584950166435
Medium,101.0,726.721758868503
Low,20.25,74.9835592465799
Low,65.2,54.3690521430291
High,69.8,701.52520999584
Medium,74.1,612.567707017548
Low,56.25,162.146642295226
Low,104.05,63.6101272874331
Low,113.4,37.5758813674667
Low,99.7,60.0944389768749
Low,34.0,59.8877947595828
High,99.95,998.185230285126
Low,83.6,18.5524036512731
Low,54.9,56.4922499448789
Low,19.85,47.1599403217072
Low,20.65,18.8652085824899
Low,64.8,16.6380423598317
Medium,73.25,598.395444363776
Low,24.15,4.81314222286339
Low,24.05,5.14573776152344
Low,86.1,188.318894648888
Low,73.5,14.3492372601893
Low,92.45,51.5933991672983
Medium,94.55,505.240727617412
Medium,51.4,339.008519932362
Low,99.65,41.8554839534706
Low,70.7,332.380781370856
Low,48.8,72.7327013800994
Low,78.65,174.004718703078
Low,57.65,68.4845437730546
Medium,50.65,326.757089984087
Low,100.05,242.85544346775
Low,25.1,5.47632189568927
Low,109.6,333.980895435522
High,80.6,705.818506172308
Low,26.25,8.69204845685865
Low,86.9,209.418278269794
Low,54.4,127.585594044393
Low,20.0,17.6362836263059
Low,106.35,108.233757990436
Medium,29.7,237.679646908756
High,70.3,693.404297773432
Low,21.2,42.1676245495315
Low,100.75,175.547424883731
Low,69.95,87.394258474721
Low,99.4,320.657120082377
Medium,80.5,640.535600410257
Low,72.9,182.636256026493
Medium,49.65,370.545027647076
High,74.3,680.14973550249
Low,103.4,372.0774783319
Low,80.45,27.3704911593282
Medium,48.35,307.803698522183
Low,20.25,4.57326507843061
Low,19.4,19.6670241769471
Low,114.85,29.8242888071532
Low,29.65,120.393414902514
Low,25.2,84.9717600468761
Low,85.25,85.4782175944385
Low,78.5,32.8332787997291
Low,65.45,260.095868132589
Low,25.2,3.79235951930774
Medium,91.0,732.553015421813
Low,79.85,296.955220347352
High,98.75,904.515367626029
Low,110.6,56.5951920459124
Low,73.55,117.514118219786
Low,53.1,22.3372067572018
Low,115.8,60.1373593459365
Low,102.5,91.2716693659775
Low,60.25,43.9700570124338
High,100.2,1004.50092299679
Low,51.8,81.975845940658
Low,20.0,7.6833452104038
Low,58.85,55.527167707665
Low,100.2,335.844463525065
Low,73.0,161.673023577288
Low,20.25,5.17412557665535
Low,86.55,25.1859488250094
Low,103.7,204.372734659312
Low,45.2,19.6622883094114
Medium,84.75,518.706113755757
Low,70.95,49.6531881968897
Low,94.5,332.05900052727
Medium,88.2,674.754884370559
Low,105.25,67.5996152966911
Medium,104.95,714.150915029429
Low,98.25,465.485539503105
Low,75.2,52.1233227556791
Medium,102.95,633.178928513219
Medium,70.3,537.728803405533
Low,19.25,15.1736291111313
Low,67.25,197.068755047841
High,95.25,879.836223284257
Medium,98.55,787.269970519714
Low,88.8,241.198806364785
Low,66.25,23.9741510048411
Low,65.85,13.495500038573
Medium,106.4,519.838606313406
Low,19.7,4.32256034529629
Low,65.25,15.8388932398578
Low,41.95,36.9311690746794
Low,39.85,176.248706843481
Low,84.65,34.4770828894736
Medium,24.05,124.89417432073
Low,19.85,21.0242676399306
Low,102.1,84.7513617373162
Low,24.7,8.3011769212771
Medium,102.25,811.107219438701
High,101.35,960.047246043794
Low,64.5,61.0737433095019
Low,19.8,41.5682932336188
High,55.8,502.296491456534
Low,24.95,6.61573652224066
Low,80.4,23.5980021245898
Low,20.3,75.1687038373122
High,94.75,876.9686245543
Low,80.8,18.4399242461744
Low,97.85,128.392510672913
Low,53.85,250.964039376766
Medium,44.0,295.389065189194
Low,19.0,58.5447020648925
Low,106.1,120.758847329839
Low,66.3,79.3744102397193
Low,107.45,259.086951828843
Medium,73.5,593.974149920625
Low,90.55,19.2512956593565
Medium,94.2,612.513822782839
Low,104.5,438.179736807101
Low,20.95,20.7988362173018
Low,80.75,235.536856753753
Low,71.95,265.581054946609
Low,20.35,30.6804049672117
Low,113.6,494.954458648611
Low,56.1,132.397641471098
Low,19.55,79.2353958721012
Low,95.25,234.763027861522
Low,19.75,87.4965990370472
Low,20.3,25.3398836584758
Low,48.15,16.4454700089669
Medium,81.0,468.054128304081
Low,19.95,5.77414403225702
Medium,81.15,520.568964772444
Medium,35.45,189.680396378922
Low,69.0,57.527645564472
Medium,49.25,308.184719480493
Low,104.4,114.49724775269
Low,40.65,155.348606206476
Low,19.95,16.2347722235524
Low,20.05,10.9726364816478
Medium,50.15,312.844130910874
Low,118.2,42.9168687678941
Low,56.05,73.2450823457706
Medium,99.1,716.204563248929
Low,59.0,29.4541010544022
Low,65.85,244.778949563206
Low,90.25,81.1070550295967
Low,20.1,11.8226193324193
Medium,110.85,670.212670604299
Low,19.5,6.68851159954917
Low,43.8,85.6167867637082
Low,19.8,8.3525913423542
Medium,77.85,424.458815368215
High,99.55,1099.41702913636
Low,25.1,6.5256395398553
Low,100.15,83.5261808841164
Low,19.15,3.85514969014896
Low,72.8,222.955783716061
Medium,94.5,690.963465724399
Low,103.15,224.084158310825
Low,99.45,90.2873746500732
Medium,48.95,386.037376159963
Low,20.3,35.5468423162092
Low,43.05,33.2322637154046
Low,64.9,110.234777776439
Low,105.05,301.253140014409
Medium,45.3,282.177199912396
Low,65.25,51.7881036361191
Low,89.25,28.8066843453202
Low,19.5,7.18991891192355
Low,25.05,4.65070915196074
Low,19.75,3.6568690416048
Low,49.05,169.727531782781
Low,19.1,4.47068677932276
Low,110.45,26.6861191082031
Low,19.75,78.4085845196805
Low,93.2,20.9695906228518
Low,94.9,78.3387954502504
Low,100.3,276.475452716826
Low,100.75,279.050813173873
Low,79.85,57.8091123194449
Low,73.25,31.6355103235525
Low,30.4,96.9521563703532
Low,19.05,10.3266057042042
Low,107.5,453.085128543698
Low,19.85,4.54046170267604
Medium,69.55,472.232213215346
Low,79.85,368.364870660043
Medium,69.05,512.153404899847
High,91.5,910.00822899513
Low,116.6,30.7259213196101
Medium,69.65,463.632569554814
Low,20.0,4.70336665950283
Low,60.25,69.6445485514095
Low,20.6,3.81425327883843
High,73.75,652.319202492626
Medium,86.45,619.333438795142
Medium,49.1,237.966526917701
Low,50.8,88.827370851161
Low,39.4,12.9882600826683
Low,19.95,27.9063797749481
Low,66.4,80.4158563795841
Medium,99.15,710.345252664486
Low,19.5,4.4339146638627
Low,63.8,19.2355808562191
Low,59.15,161.646229047048
Low,105.85,221.626859860474
Low,91.95,15.5001188143531
Medium,94.9,551.101102370021
Low,79.4,21.0464883928102
Low,77.9,351.393919457024
Low,59.05,79.0919136433016
Low,20.15,5.14857433923976
Low,86.45,409.017526422482
Low,94.85,227.81346079511
Low,86.15,286.907267538807
Low,50.95,205.914421071003
Low,99.65,74.709476762875
Low,105.1,98.1909561858344
Low,20.4,4.66626794632701
Low,89.8,407.58417320194
Medium,44.9,301.431114249882
Low,115.05,49.6156876468355
High,90.05,836.484241352676
Low,113.65,53.3523200167311
Low,59.0,35.2266434814719
Low,20.15,8.35998804828128
Low,94.45,349.675711441487
Low,19.55,4.4656311794561
High,100.5,1033.54111540061
Low,100.3,135.85796146968
Low,80.3,22.4699544340934
Low,20.75,8.60892069488023
Low,110.55,317.871187491442
Low,78.35,46.5033058186263
Medium,66.85,365.092283614222
Low,54.95,64.8328813636898
Low,55.15,98.8816866371074
Medium,80.7,599.675846103
Medium,99.7,784.89351146857
Low,88.05,18.4254395453318
Low,85.45,24.9670951152305
High,99.6,944.723203591707
Medium,81.0,492.73217256237
Low,20.45,59.5427001262095
Low,19.85,16.1622724448491
Low,20.4,39.6937786546987
Medium,20.85,147.802802964209
Low,97.65,365.851555207834
Low,105.1,94.6673414661638
Low,81.0,20.3802940798396
Medium,44.4,316.154297935145
Medium,85.7,570.467228544188
Low,19.7,4.32256034529629
High,95.0,912.585559374071
Low,79.8,24.6001679236769
Low,25.4,78.1838117875496
Low,74.55,100.936584498132
Low,55.45,13.4377331917968
Low,59.4,209.3310235404
Low,52.1,78.8281769837935
Low,64.1,16.6001044960602
Low,49.45,104.655825933339
Medium,80.3,581.522834141145
Medium,103.1,561.668603598959
High,74.95,643.217106984901
Low,83.3,29.520811331547
Low,115.8,22.6035784911065
Low,19.2,3.1239886183403
Low,72.1,47.7208138442113
Low,19.7,3.42016877044845
Medium,105.9,526.936888109297
Medium,80.15,430.895240279687
Low,24.4,15.2570222674671
Low,85.9,172.768782930073
Medium,55.7,408.814119836786
Low,39.1,14.2791137366364
High,83.85,759.884857939602
Low,20.1,7.41114718613659
Low,24.8,6.48952304067154
Medium,85.15,612.7774204851
Medium,70.05,433.55630579625
Medium,83.6,626.094443329721
Medium,75.0,419.013494967054
Medium,45.8,324.728767487029
Low,87.75,420.103487028643
Low,20.0,9.30703160325962
Low,75.85,192.242003479725
Low,45.0,80.8696942291616
Low,24.45,9.11984210665163
Low,19.85,3.07776925940116
Low,80.8,27.4669100097813
Medium,75.3,418.473763636628
Low,19.7,9.80710832556738
Low,49.2,217.379240399418
Low,19.9,19.833958497561
Low,25.05,50.8249443458473
Low,48.7,22.8261027202796
Medium,94.1,700.534730484023
Low,64.2,43.4825485066404
Low,75.9,91.6695789165513
Low,44.75,171.651146408134
Low,44.95,50.8198765994002
Medium,80.15,668.768946076938
Low,110.0,308.006984255192
Medium,70.7,455.367059134712
Low,72.45,45.1564184160345
Medium,93.55,735.98849961238
Low,75.2,314.31193979967
Low,83.25,152.788928493738
Low,25.25,19.9704786444782
Low,78.85,357.769082194501
High,79.6,803.890539069747
Low,20.8,17.4211168682887
Low,67.45,67.0318888135333
Low,71.0,101.099997776631
Low,20.35,20.0813456114479
Low,74.35,16.1625171373217
Low,50.05,96.773523101028
Low,96.9,66.2483080623619
Low,94.8,44.4871477016152
Medium,80.1,569.026371635239
Medium,79.25,615.747988544517
Low,105.65,367.267780802284
Low,54.75,56.3772916950443
Low,83.45,78.8150585881659
Low,25.9,10.702526843225
High,86.55,747.040485179192
Low,24.45,4.51855688475827
High,70.5,670.078100017434
Low,20.05,3.94102330993902
Low,58.55,97.8220680874005
Low,91.55,317.024376732266
Low,64.35,256.461408526517
Low,20.65,25.5980517140007
Low,59.7,17.7126496765356
Low,44.8,32.2238819173413
High,70.6,623.532419200235
Low,75.5,54.4758980199288
Low,59.3,62.0679301535412
Low,105.65,85.0039722329814
Low,60.05,24.4231527820351
Low,85.9,22.7613305182714
Medium,80.55,438.67263186596
Medium,95.65,503.943945644242
Low,49.4,181.85118422857
Low,19.15,3.56521279900291
Low,19.3,9.72922092354854
Low,74.15,263.933476198299
Low,54.1,245.642807490727
Low,100.3,209.808325122127
Low,89.7,64.9096867306229
Low,65.8,27.7940151425205
Low,73.75,258.709199761354
Low,19.7,20.8653940809387
Low,18.8,13.6336770947948
Low,81.5,23.6723913396208
Low,20.0,32.958682682283
Medium,85.3,550.692524471744
Low,59.1,76.4684100973716
Low,105.0,221.923414127829
Low,82.0,140.233779183646
Medium,69.1,412.671821846638
Medium,84.6,439.978655035311
Low,74.6,41.9921265996294
Low,75.15,295.799127553605
Low,19.65,20.6087672754499
High,94.3,971.462057496332
Medium,70.1,435.381934405538
Medium,25.1,161.510230803727
Low,59.85,18.6142442404285
Low,86.55,390.184738350664
Low,57.75,25.6868294867875
Low,55.0,126.55640851769
Low,86.15,30.1724427692033
Low,20.15,23.9998772128788
Low,68.75,11.9645320719168
Low,20.45,21.8681884346307
Low,81.3,76.7081124867597
Low,65.0,54.0815932135913
Low,24.8,5.52811909315318
Low,110.1,87.7410145815497
Low,97.2,129.314490781049
Low,20.4,24.1314202623694
Low,116.0,67.1961280343332
Low,25.0,10.1895436517892
Low,107.5,66.2809523101152
Medium,91.75,561.666691356235
Low,20.35,4.31665879046546
Low,61.15,15.5606842244808
Medium,74.4,588.864005774187
Medium,72.75,501.243652988833
Low,76.5,157.776634551808
Low,59.3,109.179248353025
Low,70.25,182.756439427446
Low,19.55,3.77064361652795
Low,51.0,51.0471953135996
Low,101.9,342.180125633557
Low,20.3,4.95814095942292
Low,79.2,110.563429599741
Low,93.25,16.639077051781
Low,98.65,139.588221558473
Low,102.4,81.0493480837793
Medium,82.3,491.98328239732
Low,20.7,45.9981501430393
Low,79.2,84.5181111743388
Low,66.5,10.9094438175342
Low,106.1,432.215962692213
Low,54.5,207.044251435637
Low,44.55,34.9740221704683
Low,67.7,52.557117740334
Low,70.55,198.891840211774
Low,19.85,4.67322263877883
Low,20.7,25.6600324687562
Low,19.8,4.34450227598307
Low,68.1,37.6211176521849
Medium,70.7,555.114929092702
Low,90.4,96.9678382162041
Low,19.4,58.4025690528592
Low,52.5,21.3804940802193
Medium,49.15,264.321218198626
Low,69.1,48.9358580556407
Low,115.8,40.7702400480991
Low,75.4,327.162929669797
Medium,100.75,617.864438477767
Low,90.25,17.5977980273862
Low,25.75,5.61813899657366
Low,20.3,19.1352757765975
Low,45.3,193.335129398633
Low,49.65,42.7732378785431
Low,54.3,259.62711484282
Low,75.3,271.483825716878
Low,19.05,4.29103370332521
Low,20.35,10.1306931180353
Low,85.7,116.105892128577
Medium,46.0,243.374051451353
Low,114.95,280.615665943123
High,86.25,756.212501122087
Low,107.0,205.034462240621
Low,112.55,82.2017019211543
Low,55.5,16.0194459054903
Low,60.9,168.080148094538
Low,20.5,5.53969086544647
Low,64.4,256.916639542922
Low,93.3,48.8953314387302
Low,19.9,9.75829680581524
Low,54.3,47.1694260610527
Medium,69.2,397.122741876836
Medium,45.3,345.948219809477
Low,29.1,73.6130985030386
High,46.0,391.932893023386
Low,64.25,27.5327161507573
Medium,104.65,816.810689145358
Low,89.45,48.4048926784945
Low,20.0,6.14828196021818
Low,80.05,292.187061534152
Low,61.6,28.8859038092596
Medium,70.3,567.716112072916
High,90.75,932.756557994674
Low,80.05,51.2278065797338
Low,96.55,232.557539256498
Low,20.6,7.91384556671592
High,89.3,894.295108219505
High,98.1,949.35263540096
Low,19.1,30.1619542922862
Medium,50.15,334.683865152382
Low,78.9,189.474983334276
Low,20.35,34.22048318411
Low,54.2,145.593421798531
Medium,54.3,369.451518358861
High,76.95,696.81381741202
Low,24.05,8.97944550787391
Low,44.3,190.074384098517
Low,79.2,310.45397343661
Medium,65.6,372.27928611965
Low,64.9,15.0811961700692
Low,20.05,4.57984169555472
Low,78.6,31.1485572222471
Low,41.9,15.8447753014109
Low,110.5,126.130830417406
Low,68.05,13.2633645286682
Medium,50.8,270.427687945498
Low,90.4,21.442593247143
Medium,99.25,536.177807379398
Low,90.0,321.558548203655
Low,63.85,97.9294689298553
Low,20.45,13.255235985477
Low,65.15,12.5506727698479
Medium,20.05,109.590082328765
Low,68.7,50.6006584957466
Low,94.9,352.598975124731
Low,56.8,111.317886799081
Medium,105.3,676.355590479249
Low,48.35,52.8902466087557
Medium,51.25,292.567196625046
Low,85.2,361.785937800419
Low,25.7,5.64399518586544
Low,97.95,46.5088796036047
Low,54.65,26.0797277676709
Low,49.2,123.361522508666
Low,110.5,306.801584435923
Low,19.65,4.28999690798785
Low,105.35,404.212982916452
Low,54.0,50.0279561758135
Low,20.45,8.42853404400125
High,104.4,1085.9562402198
High,81.35,761.681688465482
Low,25.6,45.6281957920963
Medium,95.7,667.36351547601
Low,103.1,246.803161838726
Low,24.1,21.0793172331416
Low,85.75,20.626439635614
Low,20.25,8.22085674155187
Low,80.65,19.124104937834
Medium,89.7,608.356523312486
Low,59.2,68.3040363406251
Low,104.15,478.020643894754
High,98.55,944.509653381669
Low,80.45,62.3968087277384
Low,105.25,130.027406766821
Low,77.95,261.138123810614
Low,48.95,27.1797609987821
Low,19.65,5.02662056037469
Low,20.45,4.67770487756801
Low,25.05,11.4953573116016
Low,106.05,434.12223009133
Low,91.05,366.588427405312
Low,20.15,6.96279358488451
Low,59.75,19.7080603916865
Low,55.75,189.616075481228
Low,51.55,212.151096270162
Low,109.05,190.215164534117
Low,99.25,46.6392594484653
Low,64.4,30.1195871934362
High,69.6,699.5151091076
Medium,33.65,195.441389722962
Low,75.95,192.61840042943
Low,54.4,88.2433572858607
High,95.0,830.392968578067
Low,25.1,7.18480071791508
Low,115.75,30.3123446886116
Low,86.7,31.5271428955104
Low,90.8,172.19257066991
Low,19.15,2.80851788486012
Medium,56.4,322.6970661952
Low,58.35,23.1884689384188
Low,26.0,4.89004020951997
Low,95.0,245.602877755577
Low,66.8,30.5812682330299
Low,18.95,3.85327801271586
High,25.25,244.609755153585
High,95.1,875.716746393107
High,90.1,886.257789916505
Medium,95.15,466.473211206535
Low,90.2,257.400439033463
Low,114.95,30.1028425222972
Low,79.3,97.0635800520824
Low,25.75,5.72114618708164
Low,75.25,55.7316790147356
Low,29.45,72.545370064224
Medium,85.75,632.735703711516
Low,25.4,11.3892081273386
Low,40.15,87.3909464166469
Medium,95.45,783.754625211671
Low,30.1,55.2281683790922
Low,84.5,399.097966113048
Low,71.35,130.948638167957
Low,110.9,35.4862544637812
Medium,74.75,617.941107956298
Low,19.55,5.62162701602117
Medium,74.05,445.82647750137
High,73.55,765.878728295472
Low,60.4,227.813973285325
Low,110.0,195.981271293215
Low,114.0,37.0890511478068
Low,82.05,175.605222449957
Low,65.45,191.08513862327
Medium,94.1,747.495420622672
Low,83.85,311.213550873183
Low,79.3,314.809682706375
Low,95.65,311.341552602929
Medium,44.5,233.216821067814
Medium,103.3,665.394477725169
Low,20.05,88.5263385096079
Low,111.5,439.911310087207
Medium,85.45,468.737112743104
Low,99.45,304.157846983349
Low,20.35,59.2515377784041
Low,93.65,186.960828406753
Low,64.35,52.7270132124551
Low,19.95,8.27701049941497
Low,109.9,67.5774162111042
Low,90.05,232.256680458682
Medium,75.1,627.408732560538
Low,84.2,23.2310801910008
Low,95.0,126.536251866737
Low,20.4,22.8460680157688
Low,24.95,5.72711848874222
Low,71.55,245.470592451427
Low,52.3,67.6875011133817
Medium,91.55,485.385736096976
High,89.35,854.097708480779
Medium,105.35,584.905319349933
Medium,86.8,479.102541980768
Medium,75.25,624.843045841137
Low,86.3,349.280639249562
Low,85.8,146.660384932475
Low,86.65,18.1817433606832
Low,19.3,13.2361195194854
Low,19.95,6.13291125531764
Low,90.15,115.743723041306
Medium,91.95,448.839670833146
Medium,89.95,519.60619161368
Low,18.8,2.95721522188487
Low,24.7,6.89956242874078
Low,69.7,37.4149148722756
Low,19.75,5.79216519319652
High,69.95,727.397687299762
Low,50.0,51.2737371483196
High,99.95,920.552757606615
Medium,105.0,577.579037861829
Low,114.2,145.92810689974
Low,20.5,4.66129490303514
Low,20.2,4.81203569859811
Low,19.45,21.8529549359399
High,29.6,255.197851231725
Low,24.1,5.15643576102765
Low,19.7,5.25282797679345
Low,24.8,7.59610241337721
Low,24.75,7.55319209926117
Low,70.5,149.839723746996
Low,23.85,6.66212809414849
Medium,80.4,397.176140790814
Medium,44.55,288.734960693004
Medium,94.1,717.974536812453
Medium,102.4,539.733609600498
Low,21.1,74.3773964125135
Low,89.8,267.690502431884
Medium,93.2,470.73501606017
Low,25.45,6.1469937774991
High,80.65,690.423977758788
Low,101.9,199.764104165057
Low,73.9,64.9769938330173
Low,20.65,8.05982720129024
High,91.4,845.962346008053
Low,20.3,75.1687038373122
Medium,75.65,478.097421239233
Low,58.6,42.9120950324498
Medium,71.45,505.514923167065
High,69.6,599.410075385782
High,91.4,930.874183405297
Medium,43.95,252.947125060446
Low,105.7,203.900479384126
Low,85.3,281.008243904208
Low,25.45,5.60761981547578
Low,109.4,198.746882930104
Low,65.5,19.2370626935604
High,88.8,958.147357804496
High,105.3,902.496515520971
Low,80.8,143.544162667735
Medium,105.95,612.270681691151
Medium,82.9,559.782307968653
Low,75.65,62.0687824448713
Low,19.6,6.72281165903404
Low,19.6,19.8697770035136
Low,51.8,77.405774989034
Low,69.35,321.848162046356
Medium,101.75,614.212447871334
Low,19.25,73.5021587708117
Low,25.15,5.07550884116583
High,89.55,810.428853550885
Low,20.35,36.7078512594027
Low,20.45,16.0048469169212
Low,85.6,362.327789177217
Low,19.1,7.11241182343558
Low,59.5,64.8216583926562
High,93.85,1044.16190165685
Low,58.6,136.401015506021
Medium,25.15,160.469963001292
Medium,74.0,519.114996193193
High,98.7,912.215793783638
Medium,74.45,563.514765533501
Low,47.4,21.10269817569
Low,105.1,404.794982179664
Low,70.95,18.9616492164938
